file,location,reference,match,kind,bucket,authority,reproducible,flag
outputs/logs/opt_abl_a_steps.jsonl,15,"och"": 7, ""step"": 20, ""global_step"": 335, ""loss"": 0.967455, ""lr_head"": 9.742948504574878e-05, ""grad_norm"": 1.8086, ""amp_scale"": 65536.0}",9.742948504574878e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,16,"och"": 7, ""step"": 40, ""global_step"": 355, ""loss"": 0.968829, ""lr_head"": 9.742948504574878e-05, ""grad_norm"": 2.2832, ""amp_scale"": 65536.0}",9.742948504574878e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,17,"och"": 8, ""step"": 20, ""global_step"": 380, ""loss"": 0.953847, ""lr_head"": 9.60052820674661e-05, ""grad_norm"": 3.1279, ""amp_scale"": 65536.0}",9.60052820674661e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,18,"och"": 8, ""step"": 40, ""global_step"": 400, ""loss"": 0.936912, ""lr_head"": 9.60052820674661e-05, ""grad_norm"": 1.7468, ""amp_scale"": 65536.0}",9.60052820674661e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,19,"och"": 9, ""step"": 20, ""global_step"": 425, ""loss"": 0.929842, ""lr_head"": 9.428563509225347e-05, ""grad_norm"": 3.4253, ""amp_scale"": 65536.0}",9.428563509225347e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,20,"och"": 9, ""step"": 40, ""global_step"": 445, ""loss"": 0.917128, ""lr_head"": 9.428563509225347e-05, ""grad_norm"": 2.9041, ""amp_scale"": 65536.0}",9.428563509225347e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,21,"ch"": 10, ""step"": 20, ""global_step"": 470, ""loss"": 0.936957, ""lr_head"": 9.22829342159729e-05, ""grad_norm"": 5.0352, ""amp_scale"": 65536.0}",9.22829342159729e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,22,"ch"": 10, ""step"": 40, ""global_step"": 490, ""loss"": 0.920696, ""lr_head"": 9.22829342159729e-05, ""grad_norm"": 2.8368, ""amp_scale"": 65536.0}",9.22829342159729e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,23,"ch"": 11, ""step"": 20, ""global_step"": 515, ""loss"": 0.906601, ""lr_head"": 9.001160894432978e-05, ""grad_norm"": 3.0528, ""amp_scale"": 65536.0}",9.001160894432978e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,24,"ch"": 11, ""step"": 40, ""global_step"": 535, ""loss"": 0.902637, ""lr_head"": 9.001160894432978e-05, ""grad_norm"": 4.7834, ""amp_scale"": 65536.0}",9.001160894432978e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,25,"ch"": 12, ""step"": 20, ""global_step"": 560, ""loss"": 0.879561, ""lr_head"": 8.74880242279536e-05, ""grad_norm"": 2.7054, ""amp_scale"": 65536.0}",8.74880242279536e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,26,"ch"": 12, ""step"": 40, ""global_step"": 580, ""loss"": 0.873001, ""lr_head"": 8.74880242279536e-05, ""grad_norm"": 4.3965, ""amp_scale"": 65536.0}",8.74880242279536e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,27,"och"": 13, ""step"": 20, ""global_step"": 605, ""loss"": 0.85082, ""lr_head"": 8.473036255255365e-05, ""grad_norm"": 1.0998, ""amp_scale"": 65536.0}",8.473036255255365e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,28,"ch"": 13, ""step"": 40, ""global_step"": 625, ""loss"": 0.855983, ""lr_head"": 8.473036255255365e-05, ""grad_norm"": 2.3886, ""amp_scale"": 65536.0}",8.473036255255365e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,29,"ch"": 14, ""step"": 20, ""global_step"": 650, ""loss"": 0.840995, ""lr_head"": 8.175849293369289e-05, ""grad_norm"": 2.1996, ""amp_scale"": 65536.0}",8.175849293369289e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,30,"och"": 14, ""step"": 40, ""global_step"": 670, ""loss"": 0.84277, ""lr_head"": 8.175849293369289e-05, ""grad_norm"": 2.4913, ""amp_scale"": 65536.0}",8.175849293369289e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,31,"ch"": 15, ""step"": 20, ""global_step"": 695, ""loss"": 0.839078, ""lr_head"": 7.859382776007542e-05, ""grad_norm"": 2.4415, ""amp_scale"": 65536.0}",7.859382776007542e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,32,"ch"": 15, ""step"": 40, ""global_step"": 715, ""loss"": 0.851464, ""lr_head"": 7.859382776007542e-05, ""grad_norm"": 2.8317, ""amp_scale"": 65536.0}",7.859382776007542e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,33,"ch"": 16, ""step"": 20, ""global_step"": 740, ""loss"": 0.838707, ""lr_head"": 7.525916851679529e-05, ""grad_norm"": 2.1193, ""amp_scale"": 65536.0}",7.525916851679529e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,34,"ch"": 16, ""step"": 40, ""global_step"": 760, ""loss"": 0.847476, ""lr_head"": 7.525916851679529e-05, ""grad_norm"": 1.95, ""amp_scale"": 65536.0}",7.525916851679529e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,35,"ch"": 17, ""step"": 20, ""global_step"": 785, ""loss"": 0.843263, ""lr_head"": 7.177854150011389e-05, ""grad_norm"": 3.8371, ""amp_scale"": 65536.0}",7.177854150011389e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,36,"ch"": 17, ""step"": 40, ""global_step"": 805, ""loss"": 0.837467, ""lr_head"": 7.177854150011389e-05, ""grad_norm"": 1.9793, ""amp_scale"": 65536.0}",7.177854150011389e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,37,"och"": 18, ""step"": 20, ""global_step"": 830, ""loss"": 0.83269, ""lr_head"": 6.817702470744477e-05, ""grad_norm"": 2.1604, ""amp_scale"": 65536.0}",6.817702470744477e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,38,"ch"": 18, ""step"": 40, ""global_step"": 850, ""loss"": 0.825436, ""lr_head"": 6.817702470744477e-05, ""grad_norm"": 1.946, ""amp_scale"": 65536.0}",6.817702470744477e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,39,"ch"": 19, ""step"": 20, ""global_step"": 875, ""loss"": 0.819099, ""lr_head"": 6.44805671498077e-05, ""grad_norm"": 2.1316, ""amp_scale"": 65536.0}",6.44805671498077e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,40,"ch"": 19, ""step"": 40, ""global_step"": 895, ""loss"": 0.824017, ""lr_head"": 6.44805671498077e-05, ""grad_norm"": 2.4653, ""amp_scale"": 65536.0}",6.44805671498077e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,41,"och"": 20, ""step"": 20, ""global_step"": 920, ""loss"": 0.82179, ""lr_head"": 6.0715801888609554e-05, ""grad_norm"": 3.0628, ""amp_scale"": 65536.0}",6.0715801888609554e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,42,"ch"": 20, ""step"": 40, ""global_step"": 940, ""loss"": 0.819372, ""lr_head"": 6.0715801888609554e-05, ""grad_norm"": 2.1385, ""amp_scale"": 65536.0}",6.0715801888609554e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,43,"och"": 21, ""step"": 20, ""global_step"": 965, ""loss"": 0.80608, ""lr_head"": 5.69098541438267e-05, ""grad_norm"": 2.2351, ""amp_scale"": 65536.0}",5.69098541438267e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,44,"ch"": 21, ""step"": 40, ""global_step"": 985, ""loss"": 0.820797, ""lr_head"": 5.69098541438267e-05, ""grad_norm"": 1.6403, ""amp_scale"": 65536.0}",5.69098541438267e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,45,"h"": 22, ""step"": 20, ""global_step"": 1010, ""loss"": 0.812836, ""lr_head"": 5.309014585617335e-05, ""grad_norm"": 2.6098, ""amp_scale"": 65536.0}",5.309014585617335e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,46,"h"": 22, ""step"": 40, ""global_step"": 1030, ""loss"": 0.815926, ""lr_head"": 5.309014585617335e-05, ""grad_norm"": 3.245, ""amp_scale"": 65536.0}",5.309014585617335e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,47,"h"": 23, ""step"": 20, ""global_step"": 1055, ""loss"": 0.814651, ""lr_head"": 4.928419811139047e-05, ""grad_norm"": 2.7125, ""amp_scale"": 65536.0}",4.928419811139047e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,48,"h"": 23, ""step"": 40, ""global_step"": 1075, ""loss"": 0.810742, ""lr_head"": 4.928419811139047e-05, ""grad_norm"": 2.162, ""amp_scale"": 65536.0}",4.928419811139047e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,49,"h"": 24, ""step"": 20, ""global_step"": 1100, ""loss"": 0.820719, ""lr_head"": 4.551943285019233e-05, ""grad_norm"": 2.095, ""amp_scale"": 65536.0}",4.551943285019233e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,50,"h"": 24, ""step"": 40, ""global_step"": 1120, ""loss"": 0.810785, ""lr_head"": 4.551943285019233e-05, ""grad_norm"": 2.2825, ""amp_scale"": 65536.0}",4.551943285019233e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,51,"h"": 25, ""step"": 20, ""global_step"": 1145, ""loss"": 0.802413, ""lr_head"": 4.182297529255526e-05, ""grad_norm"": 2.784, ""amp_scale"": 65536.0}",4.182297529255526e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,52,"h"": 25, ""step"": 40, ""global_step"": 1165, ""loss"": 0.809294, ""lr_head"": 4.182297529255526e-05, ""grad_norm"": 2.9687, ""amp_scale"": 65536.0}",4.182297529255526e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,53,"h"": 26, ""step"": 20, ""global_step"": 1190, ""loss"": 0.796159, ""lr_head"": 3.8221458499886135e-05, ""grad_norm"": 3.0772, ""amp_scale"": 65536.0}",3.8221458499886135e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,54,"h"": 26, ""step"": 40, ""global_step"": 1210, ""loss"": 0.794324, ""lr_head"": 3.8221458499886135e-05, ""grad_norm"": 1.8273, ""amp_scale"": 65536.0}",3.8221458499886135e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,55,"h"": 27, ""step"": 20, ""global_step"": 1235, ""loss"": 0.793411, ""lr_head"": 3.474083148320471e-05, ""grad_norm"": 2.0236, ""amp_scale"": 65536.0}",3.474083148320471e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,56,"h"": 27, ""step"": 40, ""global_step"": 1255, ""loss"": 0.796213, ""lr_head"": 3.474083148320471e-05, ""grad_norm"": 1.1903, ""amp_scale"": 65536.0}",3.474083148320471e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,57,"h"": 28, ""step"": 20, ""global_step"": 1280, ""loss"": 0.805088, ""lr_head"": 3.14061722399246e-05, ""grad_norm"": 4.17, ""amp_scale"": 65536.0}",3.14061722399246e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,58,"h"": 28, ""step"": 40, ""global_step"": 1300, ""loss"": 0.796255, ""lr_head"": 3.14061722399246e-05, ""grad_norm"": 1.2249, ""amp_scale"": 65536.0}",3.14061722399246e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,59,"h"": 29, ""step"": 20, ""global_step"": 1325, ""loss"": 0.791349, ""lr_head"": 2.8241507066307118e-05, ""grad_norm"": 2.353, ""amp_scale"": 65536.0}",2.8241507066307118e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,60,"h"": 29, ""step"": 40, ""global_step"": 1345, ""loss"": 0.792255, ""lr_head"": 2.8241507066307118e-05, ""grad_norm"": 1.9321, ""amp_scale"": 65536.0}",2.8241507066307118e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,61,"h"": 30, ""step"": 20, ""global_step"": 1370, ""loss"": 0.792569, ""lr_head"": 2.526963744744636e-05, ""grad_norm"": 2.9537, ""amp_scale"": 65536.0}",2.526963744744636e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,62,"h"": 30, ""step"": 40, ""global_step"": 1390, ""loss"": 0.791799, ""lr_head"": 2.526963744744636e-05, ""grad_norm"": 3.1844, ""amp_scale"": 65536.0}",2.526963744744636e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,63,"h"": 31, ""step"": 20, ""global_step"": 1415, ""loss"": 0.791087, ""lr_head"": 2.2511975772046417e-05, ""grad_norm"": 1.8794, ""amp_scale"": 65536.0}",2.2511975772046417e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,64,"h"": 31, ""step"": 40, ""global_step"": 1435, ""loss"": 0.795566, ""lr_head"": 2.2511975772046417e-05, ""grad_norm"": 3.1875, ""amp_scale"": 65536.0}",2.2511975772046417e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,65,"h"": 32, ""step"": 20, ""global_step"": 1460, ""loss"": 0.788507, ""lr_head"": 1.998839105567023e-05, ""grad_norm"": 1.5408, ""amp_scale"": 65536.0}",1.998839105567023e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,66,"h"": 32, ""step"": 40, ""global_step"": 1480, ""loss"": 0.786638, ""lr_head"": 1.998839105567023e-05, ""grad_norm"": 2.6633, ""amp_scale"": 65536.0}",1.998839105567023e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,67,"h"": 33, ""step"": 20, ""global_step"": 1505, ""loss"": 0.785837, ""lr_head"": 1.7717065784027117e-05, ""grad_norm"": 2.7012, ""amp_scale"": 65536.0}",1.7717065784027117e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,68,"h"": 33, ""step"": 40, ""global_step"": 1525, ""loss"": 0.784185, ""lr_head"": 1.7717065784027117e-05, ""grad_norm"": 1.7912, ""amp_scale"": 65536.0}",1.7717065784027117e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,69,"h"": 34, ""step"": 20, ""global_step"": 1550, ""loss"": 0.798428, ""lr_head"": 1.5714364907746553e-05, ""grad_norm"": 2.1733, ""amp_scale"": 65536.0}",1.5714364907746553e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,70,"h"": 34, ""step"": 40, ""global_step"": 1570, ""loss"": 0.792358, ""lr_head"": 1.5714364907746553e-05, ""grad_norm"": 2.0398, ""amp_scale"": 65536.0}",1.5714364907746553e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,71,"h"": 35, ""step"": 20, ""global_step"": 1595, ""loss"": 0.790649, ""lr_head"": 1.3994717932533906e-05, ""grad_norm"": 2.2565, ""amp_scale"": 65536.0}",1.3994717932533906e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,72,"h"": 35, ""step"": 40, ""global_step"": 1615, ""loss"": 0.788099, ""lr_head"": 1.3994717932533906e-05, ""grad_norm"": 1.1455, ""amp_scale"": 65536.0}",1.3994717932533906e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,73,"h"": 36, ""step"": 20, ""global_step"": 1640, ""loss"": 0.793202, ""lr_head"": 1.2570514954251216e-05, ""grad_norm"": 1.3209, ""amp_scale"": 65536.0}",1.2570514954251216e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,74,"h"": 36, ""step"": 40, ""global_step"": 1660, ""loss"": 0.786402, ""lr_head"": 1.2570514954251216e-05, ""grad_norm"": 2.0184, ""amp_scale"": 65536.0}",1.2570514954251216e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,75,"h"": 37, ""step"": 20, ""global_step"": 1685, ""loss"": 0.778688, ""lr_head"": 1.1452017387992553e-05, ""grad_norm"": 1.0868, ""amp_scale"": 65536.0}",1.1452017387992553e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,76,"ch"": 37, ""step"": 40, ""global_step"": 1705, ""loss"": 0.78302, ""lr_head"": 1.1452017387992553e-05, ""grad_norm"": 1.7247, ""amp_scale"": 65536.0}",1.1452017387992553e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,77,"h"": 38, ""step"": 20, ""global_step"": 1730, ""loss"": 0.787883, ""lr_head"": 1.064728403435312e-05, ""grad_norm"": 1.9849, ""amp_scale"": 65536.0}",1.064728403435312e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,78,"h"": 38, ""step"": 40, ""global_step"": 1750, ""loss"": 0.784885, ""lr_head"": 1.064728403435312e-05, ""grad_norm"": 1.9898, ""amp_scale"": 65536.0}",1.064728403435312e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,79,"h"": 39, ""step"": 20, ""global_step"": 1775, ""loss"": 0.788837, ""lr_head"": 1.0162113015586307e-05, ""grad_norm"": 1.4573, ""amp_scale"": 65536.0}",1.0162113015586307e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_a_steps.jsonl,80,"ch"": 39, ""step"": 40, ""global_step"": 1795, ""loss"": 0.78475, ""lr_head"": 1.0162113015586307e-05, ""grad_norm"": 1.2325, ""amp_scale"": 65536.0}",1.0162113015586307e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_config_effective.yaml,75,eps: 1.0e-08,1.0e-08,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_config_effective.yaml,81,min_lr: 1.0e-05,1.0e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.csv,34,"32,0.825965,0.970139,0.319464,0.943243,0.998649,0.943445,9.488772362429817e-05,7.9",9.488772362429817e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.csv,35,"33,0.825068,0.975,0.321026,0.943243,0.997297,0.943445,7.285801398521197e-05,7.9",7.285801398521197e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.csv,36,"34,0.827954,0.972917,0.323473,0.943243,0.998649,0.943455,5.394189725787288e-05,7.9",5.394189725787288e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.csv,37,"35,0.825424,0.971181,0.327528,0.943243,0.998649,0.94353,3.8275664496763314e-05,8.0",3.8275664496763314e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.csv,38,"36,0.827701,0.971875,0.328484,0.944595,0.998649,0.944744,2.5972191267918057e-05,8.0",2.5972191267918057e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.csv,39,"37,0.817459,0.976736,0.323118,0.947297,0.998649,0.947453,1.7120124377884313e-05,8.0",1.7120124377884313e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.csv,40,"38,0.824029,0.976736,0.320363,0.943243,0.998649,0.943211,1.1783243171449372e-05,8.0",1.1783243171449372e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,1,"_f1"": 0.014713, ""lr"": 0.00034, ""epoch_time_sec"": 53.6, ""lr_backbone"": 1.7000000000000003e-05, ""lr_head"": 0.00034, ""val_balanced_acc"": 0.013514, ""grad_norm_mean"": 1.9945, ""is_best"": 1, ""timestamp"": ""2026-09-13T16:34:07"", ""p",1.7000000000000003e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,2,"7, ""lr"": 0.0006700000000000001, ""epoch_time_sec"": 7.9, ""lr_backbone"": 3.350000000000001e-05, ""lr_head"": 0.0006700000000000001, ""val_balanced_acc"": 0.593243, ""grad_norm_mean"": 2.1261, ""is_best"": 1, ""timestamp"": ""2026-09-13",3.350000000000001e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,4,"7, ""lr"": 0.0009982167568285507, ""epoch_time_sec"": 7.9, ""lr_backbone"": 4.9927949770850534e-05, ""lr_head"": 0.0009982167568285507, ""val_balanced_acc"": 0.897297, ""grad_norm_mean"": 2.7349, ""is_best"": 1, ""timestamp"": ""2026-09-13",4.9927949770850534e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,5,"3, ""lr"": 0.0009928798756221157, ""epoch_time_sec"": 7.9, ""lr_backbone"": 4.9712318206954175e-05, ""lr_head"": 0.0009928798756221157, ""val_balanced_acc"": 0.912162, ""grad_norm_mean"": 2.7319, ""is_best"": 1, ""timestamp"": ""2026-09-13",4.9712318206954175e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,6,"07, ""lr"": 0.000984027808732082, ""epoch_time_sec"": 7.6, ""lr_backbone"": 4.935465893866999e-05, ""lr_head"": 0.000984027808732082, ""val_balanced_acc"": 0.912162, ""grad_norm_mean"": 2.8084, ""is_best"": 1, ""timestamp"": ""2026-09-13T",4.935465893866999e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,7,"3, ""lr"": 0.0009717243355032365, ""epoch_time_sec"": 8.0, ""lr_backbone"": 4.885754890922169e-05, ""lr_head"": 0.0009717243355032365, ""val_balanced_acc"": 0.92027, ""grad_norm_mean"": 2.8877, ""is_best"": 1, ""timestamp"": ""2026-09-13T",4.885754890922169e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,8,"8, ""lr"": 0.0009560581027421271, ""epoch_time_sec"": 7.8, ""lr_backbone"": 4.822456980776272e-05, ""lr_head"": 0.0009560581027421271, ""val_balanced_acc"": 0.917568, ""grad_norm_mean"": 2.9375, ""is_best"": 0, ""timestamp"": ""2026-09-13",4.822456980776272e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,9,"79, ""lr"": 0.000937141986014788, ""epoch_time_sec"": 7.8, ""lr_backbone"": 4.746028226322376e-05, ""lr_head"": 0.000937141986014788, ""val_balanced_acc"": 0.922973, ""grad_norm_mean"": 2.7325, ""is_best"": 1, ""timestamp"": ""2026-09-13T",4.746028226322376e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,10,"7, ""lr"": 0.0009151122763757018, ""epoch_time_sec"": 7.9, ""lr_backbone"": 4.657019298487684e-05, ""lr_head"": 0.0009151122763757018, ""val_balanced_acc"": 0.933784, ""grad_norm_mean"": 2.872, ""is_best"": 1, ""timestamp"": ""2026-09-13T",4.657019298487684e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,11,"8, ""lr"": 0.0008901276983876275, ""epoch_time_sec"": 7.8, ""lr_backbone"": 4.5560715086368785e-05, ""lr_head"": 0.0008901276983876275, ""val_balanced_acc"": 0.931081, ""grad_norm_mean"": 3.1472, ""is_best"": 0, ""timestamp"": ""2026-09-13",4.5560715086368785e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,12,"5, ""lr"": 0.0008623682665074895, ""epoch_time_sec"": 8.0, ""lr_backbone"": 4.4439121879090485e-05, ""lr_head"": 0.0008623682665074895, ""val_balanced_acc"": 0.932432, ""grad_norm_mean"": 2.6861, ""is_best"": 0, ""timestamp"": ""2026-09-13",4.4439121879090485e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,13,"2, ""lr"": 0.0008320339880780901, ""epoch_time_sec"": 8.0, ""lr_backbone"": 4.321349446780162e-05, ""lr_head"": 0.0008320339880780901, ""val_balanced_acc"": 0.944595, ""grad_norm_mean"": 2.6828, ""is_best"": 1, ""timestamp"": ""2026-09-13",4.321349446780162e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,14,"7, ""lr"": 0.0007993434222706218, ""epoch_time_sec"": 8.1, ""lr_backbone"": 4.1892663526085724e-05, ""lr_head"": 0.0007993434222706218, ""val_balanced_acc"": 0.932432, ""grad_norm_mean"": 2.442, ""is_best"": 0, ""timestamp"": ""2026-09-13T",4.1892663526085724e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,15,"5, ""lr"": 0.0007645321053608296, ""epoch_time_sec"": 7.9, ""lr_backbone"": 4.0486145671144626e-05, ""lr_head"": 0.0007645321053608296, ""val_balanced_acc"": 0.935135, ""grad_norm_mean"": 2.5689, ""is_best"": 0, ""timestamp"": ""2026-09-13",4.0486145671144626e-05,noise_float,NOT_AN_ERROR_REF,—,-,
outputs/logs/opt_abl_ab_metrics.jsonl,16,"1, ""lr"": 0.0007278508536847482, ""epoch_time_sec"": 7.9, ""lr_backbone"": 3.900407489635346e-05, ""lr_head"": 0.0007278508536847482, ""val_balanced_acc"": 0.941892, ""grad_norm_mean"": 2.7571, ""is_best"": 0, ""timestamp"": ""2026-09-13",3.900407489635346e-05,noise_float,NOT_AN_ERROR_REF,—,-,
